0: {wait: 0.0, buy: 0.0} => [wait, buy]
(18, 369): {wait: 369.0, buy: 369.0} => [wait, buy]
(18, 370): {wait: 370.0, buy: 370.0} => [wait, buy]
(18, 371): {wait: 371.0, buy: 371.0} => [wait, buy]
(18, 372): {wait: 372.0, buy: 372.0} => [wait, buy]
(18, 373): {wait: 373.0, buy: 373.0} => [wait, buy]
(18, 374): {wait: 374.0, buy: 374.0} => [wait, buy]
(18, 375): {wait: 375.0, buy: 375.0} => [wait, buy]
(18, 376): {wait: 376.0, buy: 376.0} => [wait, buy]
(18, 377): {wait: 377.0, buy: 377.0} => [wait, buy]
(18, 378): {wait: 378.0, buy: 378.0} => [wait, buy]
(18, 379): {wait: 379.0, buy: 379.0} => [wait, buy]
(18, 380): {wait: 380.0, buy: 380.0} => [wait, buy]
(18, 381): {wait: 381.0, buy: 381.0} => [wait, buy]
(18, 382): {wait: 382.0, buy: 382.0} => [wait, buy]
(18, 383): {wait: 383.0, buy: 383.0} => [wait, buy]
(18, 384): {wait: 384.0, buy: 384.0} => [wait, buy]
(18, 385): {wait: 385.0, buy: 385.0} => [wait, buy]
(19, 210): {wait: 210.0, buy: 210.0} => [wait, buy]
(19, 211): {wait: 211.0, buy: 211.0} => [wait, buy]
(19, 212): {wait: 212.0, buy: 212.0} => [wait, buy]
(19, 213): {wait: 213.0, buy: 213.0} => [wait, buy]
(19, 214): {wait: 214.0, buy: 214.0} => [wait, buy]
(19, 215): {wait: 215.0, buy: 215.0} => [wait, buy]
(19, 216): {wait: 216.0, buy: 216.0} => [wait, buy]
(19, 217): {wait: 217.0, buy: 217.0} => [wait, buy]
(19, 218): {wait: 218.0, buy: 218.0} => [wait, buy]
(19, 219): {wait: 219.0, buy: 219.0} => [wait, buy]
(19, 220): {wait: 220.0, buy: 220.0} => [wait, buy]
(19, 221): {wait: 221.0, buy: 221.0} => [wait, buy]
(19, 222): {wait: 222.0, buy: 222.0} => [wait, buy]
(19, 223): {wait: 223.0, buy: 223.0} => [wait, buy]
(19, 224): {wait: 224.0, buy: 224.0} => [wait, buy]
(19, 225): {wait: 225.0, buy: 225.0} => [wait, buy]
(19, 226): {wait: 226.0, buy: 226.0} => [wait, buy]
(19, 227): {wait: 227.0, buy: 227.0} => [wait, buy]
(19, 228): {wait: 228.0, buy: 228.0} => [wait, buy]
(19, 229): {wait: 229.0, buy: 229.0} => [wait, buy]
(19, 230): {wait: 230.0, buy: 230.0} => [wait, buy]
(19, 231): {wait: 231.0, buy: 231.0} => [wait, buy]
(19, 232): {wait: 232.0, buy: 232.0} => [wait, buy]
(19, 233): {wait: 233.0, buy: 233.0} => [wait, buy]
(19, 234): {wait: 234.0, buy: 234.0} => [wait, buy]
(19, 235): {wait: 235.0, buy: 235.0} => [wait, buy]
(19, 236): {wait: 236.0, buy: 236.0} => [wait, buy]
(19, 237): {wait: 237.0, buy: 237.0} => [wait, buy]
(19, 238): {wait: 238.0, buy: 238.0} => [wait, buy]
(19, 239): {wait: 239.0, buy: 239.0} => [wait, buy]
(19, 240): {wait: 240.0, buy: 240.0} => [wait, buy]
(19, 241): {wait: 241.0, buy: 241.0} => [wait, buy]
(19, 242): {wait: 242.0, buy: 242.0} => [wait, buy]
(19, 243): {wait: 243.0, buy: 243.0} => [wait, buy]
(19, 244): {wait: 244.0, buy: 244.0} => [wait, buy]
(19, 245): {wait: 245.0, buy: 245.0} => [wait, buy]
(19, 246): {wait: 246.0, buy: 246.0} => [wait, buy]
(19, 247): {wait: 247.0, buy: 247.0} => [wait, buy]
(19, 248): {wait: 248.0, buy: 248.0} => [wait, buy]
(19, 249): {wait: 249.0, buy: 249.0} => [wait, buy]
(19, 250): {wait: 250.0, buy: 250.0} => [wait, buy]
(19, 251): {wait: 251.0, buy: 251.0} => [wait, buy]
(19, 252): {wait: 252.0, buy: 252.0} => [wait, buy]
(19, 253): {wait: 253.0, buy: 253.0} => [wait, buy]
(19, 254): {wait: 254.0, buy: 254.0} => [wait, buy]
(19, 255): {wait: 255.0, buy: 255.0} => [wait, buy]
(19, 256): {wait: 256.0, buy: 256.0} => [wait, buy]
(19, 257): {wait: 257.0, buy: 257.0} => [wait, buy]
(19, 258): {wait: 258.0, buy: 258.0} => [wait, buy]
(19, 259): {wait: 259.0, buy: 259.0} => [wait, buy]
(19, 260): {wait: 260.0, buy: 260.0} => [wait, buy]
(19, 261): {wait: 261.0, buy: 261.0} => [wait, buy]
(19, 262): {wait: 262.0, buy: 262.0} => [wait, buy]
(19, 263): {wait: 263.0, buy: 263.0} => [wait, buy]
(19, 264): {wait: 264.0, buy: 264.0} => [wait, buy]
(19, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(19, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(19, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(19, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(19, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(19, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(19, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(19, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(19, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(19, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(19, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(19, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(19, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(19, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(19, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(19, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(19, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(19, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(19, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(19, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(19, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(19, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(19, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(19, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(19, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(19, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(19, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(19, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(19, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(19, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(19, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(19, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(19, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(19, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(19, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(19, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(19, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(19, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(19, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(19, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(19, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(19, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(19, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(19, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(19, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(19, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(19, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(19, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(19, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(19, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(19, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(19, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(19, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(19, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(19, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(19, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(19, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(19, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(19, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(19, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(19, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(19, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(19, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(19, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(19, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(19, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(19, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(19, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(19, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(19, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(19, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(19, 336): {wait: 336.0, buy: 336.0} => [wait, buy]
(19, 337): {wait: 337.0, buy: 337.0} => [wait, buy]
(19, 338): {wait: 338.0, buy: 338.0} => [wait, buy]
(19, 339): {wait: 339.0, buy: 339.0} => [wait, buy]
(19, 340): {wait: 340.0, buy: 340.0} => [wait, buy]
(19, 341): {wait: 341.0, buy: 341.0} => [wait, buy]
(19, 342): {wait: 342.0, buy: 342.0} => [wait, buy]
(19, 343): {wait: 343.0, buy: 343.0} => [wait, buy]
(19, 344): {wait: 344.0, buy: 344.0} => [wait, buy]
(19, 345): {wait: 345.0, buy: 345.0} => [wait, buy]
(19, 346): {wait: 346.0, buy: 346.0} => [wait, buy]
(19, 347): {wait: 347.0, buy: 347.0} => [wait, buy]
(19, 348): {wait: 348.0, buy: 348.0} => [wait, buy]
(19, 349): {wait: 349.0, buy: 349.0} => [wait, buy]
(19, 350): {wait: 350.0, buy: 350.0} => [wait, buy]
(19, 351): {wait: 351.0, buy: 351.0} => [wait, buy]
(19, 352): {wait: 352.0, buy: 352.0} => [wait, buy]
(19, 353): {wait: 353.0, buy: 353.0} => [wait, buy]
(19, 354): {wait: 354.0, buy: 354.0} => [wait, buy]
(19, 355): {wait: 355.0, buy: 355.0} => [wait, buy]
(19, 356): {wait: 356.0, buy: 356.0} => [wait, buy]
(19, 357): {wait: 357.0, buy: 357.0} => [wait, buy]
(19, 358): {wait: 358.0, buy: 358.0} => [wait, buy]
(19, 359): {wait: 359.0, buy: 359.0} => [wait, buy]
(19, 360): {wait: 360.0, buy: 360.0} => [wait, buy]
(19, 361): {wait: 361.0, buy: 361.0} => [wait, buy]
(19, 362): {wait: 362.0, buy: 362.0} => [wait, buy]
(19, 363): {wait: 363.0, buy: 363.0} => [wait, buy]
(19, 364): {wait: 364.0, buy: 364.0} => [wait, buy]
(19, 365): {wait: 365.0, buy: 365.0} => [wait, buy]
(19, 366): {wait: 366.0, buy: 366.0} => [wait, buy]
(19, 367): {wait: 367.0, buy: 367.0} => [wait, buy]
(19, 368): {wait: 368.0, buy: 368.0} => [wait, buy]
(19, 369): {wait: 369.0, buy: 369.0} => [wait, buy]
(19, 370): {wait: 370.0, buy: 370.0} => [wait, buy]
(19, 371): {wait: 371.0, buy: 371.0} => [wait, buy]
(19, 372): {wait: 372.0, buy: 372.0} => [wait, buy]
(19, 373): {wait: 373.0, buy: 373.0} => [wait, buy]
(19, 374): {wait: 374.0, buy: 374.0} => [wait, buy]
(19, 375): {wait: 375.0, buy: 375.0} => [wait, buy]
(19, 376): {wait: 376.0, buy: 376.0} => [wait, buy]
(19, 377): {wait: 377.0, buy: 377.0} => [wait, buy]
(19, 378): {wait: 378.0, buy: 378.0} => [wait, buy]
(19, 379): {wait: 379.0, buy: 379.0} => [wait, buy]
(19, 380): {wait: 380.0, buy: 380.0} => [wait, buy]
(19, 381): {wait: 381.0, buy: 381.0} => [wait, buy]
(19, 382): {wait: 382.0, buy: 382.0} => [wait, buy]
(19, 383): {wait: 383.0, buy: 383.0} => [wait, buy]
(19, 384): {wait: 384.0, buy: 384.0} => [wait, buy]
(19, 385): {wait: 385.0, buy: 385.0} => [wait, buy]
(19, 386): {wait: 386.0, buy: 386.0} => [wait, buy]
(19, 387): {wait: 387.0, buy: 387.0} => [wait, buy]
(19, 388): {wait: 388.0, buy: 388.0} => [wait, buy]
(19, 389): {wait: 389.0, buy: 389.0} => [wait, buy]
(19, 390): {wait: 390.0, buy: 390.0} => [wait, buy]
(20, 205): {wait: 205.0, buy: 205.0} => [wait, buy]
(20, 206): {wait: 206.0, buy: 206.0} => [wait, buy]
(20, 207): {wait: 207.0, buy: 207.0} => [wait, buy]
(20, 208): {wait: 208.0, buy: 208.0} => [wait, buy]
(20, 209): {wait: 209.0, buy: 209.0} => [wait, buy]
(20, 210): {wait: 210.0, buy: 210.0} => [wait, buy]
(20, 211): {wait: 211.0, buy: 211.0} => [wait, buy]
(20, 212): {wait: 212.0, buy: 212.0} => [wait, buy]
(20, 213): {wait: 213.0, buy: 213.0} => [wait, buy]
(20, 214): {wait: 214.0, buy: 214.0} => [wait, buy]
(20, 215): {wait: 215.0, buy: 215.0} => [wait, buy]
(20, 216): {wait: 216.0, buy: 216.0} => [wait, buy]
(20, 217): {wait: 217.0, buy: 217.0} => [wait, buy]
(20, 218): {wait: 218.0, buy: 218.0} => [wait, buy]
(20, 219): {wait: 219.0, buy: 219.0} => [wait, buy]
(20, 220): {wait: 220.0, buy: 220.0} => [wait, buy]
(20, 221): {wait: 221.0, buy: 221.0} => [wait, buy]
(20, 222): {wait: 222.0, buy: 222.0} => [wait, buy]
(20, 223): {wait: 223.0, buy: 223.0} => [wait, buy]
(20, 224): {wait: 224.0, buy: 224.0} => [wait, buy]
(20, 225): {wait: 225.0, buy: 225.0} => [wait, buy]
(20, 226): {wait: 226.0, buy: 226.0} => [wait, buy]
(20, 227): {wait: 227.0, buy: 227.0} => [wait, buy]
(20, 228): {wait: 228.0, buy: 228.0} => [wait, buy]
(20, 229): {wait: 229.0, buy: 229.0} => [wait, buy]
(20, 230): {wait: 230.0, buy: 230.0} => [wait, buy]
(20, 231): {wait: 231.0, buy: 231.0} => [wait, buy]
(20, 232): {wait: 232.0, buy: 232.0} => [wait, buy]
(20, 233): {wait: 233.0, buy: 233.0} => [wait, buy]
(20, 234): {wait: 234.0, buy: 234.0} => [wait, buy]
(20, 235): {wait: 235.0, buy: 235.0} => [wait, buy]
(20, 236): {wait: 236.0, buy: 236.0} => [wait, buy]
(20, 237): {wait: 237.0, buy: 237.0} => [wait, buy]
(20, 238): {wait: 238.0, buy: 238.0} => [wait, buy]
(20, 239): {wait: 239.0, buy: 239.0} => [wait, buy]
(20, 240): {wait: 240.0, buy: 240.0} => [wait, buy]
(20, 241): {wait: 241.0, buy: 241.0} => [wait, buy]
(20, 242): {wait: 242.0, buy: 242.0} => [wait, buy]
(20, 243): {wait: 243.0, buy: 243.0} => [wait, buy]
(20, 244): {wait: 244.0, buy: 244.0} => [wait, buy]
(20, 245): {wait: 245.0, buy: 245.0} => [wait, buy]
(20, 246): {wait: 246.0, buy: 246.0} => [wait, buy]
(20, 247): {wait: 247.0, buy: 247.0} => [wait, buy]
(20, 248): {wait: 248.0, buy: 248.0} => [wait, buy]
(20, 249): {wait: 249.0, buy: 249.0} => [wait, buy]
(20, 250): {wait: 250.0, buy: 250.0} => [wait, buy]
(20, 251): {wait: 251.0, buy: 251.0} => [wait, buy]
(20, 252): {wait: 252.0, buy: 252.0} => [wait, buy]
(20, 253): {wait: 253.0, buy: 253.0} => [wait, buy]
(20, 254): {wait: 254.0, buy: 254.0} => [wait, buy]
(20, 255): {wait: 255.0, buy: 255.0} => [wait, buy]
(20, 256): {wait: 256.0, buy: 256.0} => [wait, buy]
(20, 257): {wait: 257.0, buy: 257.0} => [wait, buy]
(20, 258): {wait: 258.0, buy: 258.0} => [wait, buy]
(20, 259): {wait: 259.0, buy: 259.0} => [wait, buy]
(20, 260): {wait: 260.0, buy: 260.0} => [wait, buy]
(20, 261): {wait: 261.0, buy: 261.0} => [wait, buy]
(20, 262): {wait: 262.0, buy: 262.0} => [wait, buy]
(20, 263): {wait: 263.0, buy: 263.0} => [wait, buy]
(20, 264): {wait: 264.0, buy: 264.0} => [wait, buy]
(20, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(20, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(20, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(20, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(20, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(20, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(20, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(20, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(20, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(20, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(20, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(20, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(20, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(20, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(20, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(20, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(20, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(20, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(20, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(20, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(20, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(20, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(20, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(20, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(20, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(20, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(20, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(20, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(20, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(20, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(20, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(20, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(20, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(20, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(20, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(20, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(20, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(20, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(20, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(20, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(20, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(20, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(20, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(20, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(20, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(20, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(20, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(20, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(20, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(20, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(20, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(20, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(20, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(20, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(20, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(20, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(20, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(20, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(20, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(20, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(20, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(20, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(20, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(20, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(20, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(20, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(20, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(20, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(20, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(20, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(20, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(20, 336): {wait: 336.0, buy: 336.0} => [wait, buy]
(20, 337): {wait: 337.0, buy: 337.0} => [wait, buy]
(20, 338): {wait: 338.0, buy: 338.0} => [wait, buy]
(20, 339): {wait: 339.0, buy: 339.0} => [wait, buy]
(20, 340): {wait: 340.0, buy: 340.0} => [wait, buy]
(20, 341): {wait: 341.0, buy: 341.0} => [wait, buy]
(20, 342): {wait: 342.0, buy: 342.0} => [wait, buy]
(20, 343): {wait: 343.0, buy: 343.0} => [wait, buy]
(20, 344): {wait: 344.0, buy: 344.0} => [wait, buy]
(20, 345): {wait: 345.0, buy: 345.0} => [wait, buy]
(20, 346): {wait: 346.0, buy: 346.0} => [wait, buy]
(20, 347): {wait: 347.0, buy: 347.0} => [wait, buy]
(20, 348): {wait: 348.0, buy: 348.0} => [wait, buy]
(20, 349): {wait: 349.0, buy: 349.0} => [wait, buy]
(20, 350): {wait: 350.0, buy: 350.0} => [wait, buy]
(20, 351): {wait: 351.0, buy: 351.0} => [wait, buy]
(20, 352): {wait: 352.0, buy: 352.0} => [wait, buy]
(20, 353): {wait: 353.0, buy: 353.0} => [wait, buy]
(20, 354): {wait: 354.0, buy: 354.0} => [wait, buy]
(20, 355): {wait: 355.0, buy: 355.0} => [wait, buy]
(20, 356): {wait: 356.0, buy: 356.0} => [wait, buy]
(20, 357): {wait: 357.0, buy: 357.0} => [wait, buy]
(20, 358): {wait: 358.0, buy: 358.0} => [wait, buy]
(20, 359): {wait: 359.0, buy: 359.0} => [wait, buy]
(20, 360): {wait: 360.0, buy: 360.0} => [wait, buy]
(20, 361): {wait: 361.0, buy: 361.0} => [wait, buy]
(20, 362): {wait: 362.0, buy: 362.0} => [wait, buy]
(20, 363): {wait: 363.0, buy: 363.0} => [wait, buy]
(20, 364): {wait: 364.0, buy: 364.0} => [wait, buy]
(20, 365): {wait: 365.0, buy: 365.0} => [wait, buy]
(20, 366): {wait: 366.0, buy: 366.0} => [wait, buy]
(20, 367): {wait: 367.0, buy: 367.0} => [wait, buy]
(20, 368): {wait: 368.0, buy: 368.0} => [wait, buy]
(20, 369): {wait: 369.0, buy: 369.0} => [wait, buy]
(20, 370): {wait: 370.0, buy: 370.0} => [wait, buy]
(20, 371): {wait: 371.0, buy: 371.0} => [wait, buy]
(20, 372): {wait: 372.0, buy: 372.0} => [wait, buy]
(20, 373): {wait: 373.0, buy: 373.0} => [wait, buy]
(20, 374): {wait: 374.0, buy: 374.0} => [wait, buy]
(20, 375): {wait: 375.0, buy: 375.0} => [wait, buy]
(20, 376): {wait: 376.0, buy: 376.0} => [wait, buy]
(20, 377): {wait: 377.0, buy: 377.0} => [wait, buy]
(20, 378): {wait: 378.0, buy: 378.0} => [wait, buy]
(20, 379): {wait: 379.0, buy: 379.0} => [wait, buy]
(20, 380): {wait: 380.0, buy: 380.0} => [wait, buy]
(20, 381): {wait: 381.0, buy: 381.0} => [wait, buy]
(20, 382): {wait: 382.0, buy: 382.0} => [wait, buy]
(20, 383): {wait: 383.0, buy: 383.0} => [wait, buy]
(20, 384): {wait: 384.0, buy: 384.0} => [wait, buy]
(20, 385): {wait: 385.0, buy: 385.0} => [wait, buy]
(20, 386): {wait: 386.0, buy: 386.0} => [wait, buy]
(20, 387): {wait: 387.0, buy: 387.0} => [wait, buy]
(20, 388): {wait: 388.0, buy: 388.0} => [wait, buy]
(20, 389): {wait: 389.0, buy: 389.0} => [wait, buy]
(20, 390): {wait: 390.0, buy: 390.0} => [wait, buy]
(20, 391): {wait: 391.0, buy: 391.0} => [wait, buy]
(20, 392): {wait: 392.0, buy: 392.0} => [wait, buy]
(20, 393): {wait: 393.0, buy: 393.0} => [wait, buy]
(20, 394): {wait: 394.0, buy: 394.0} => [wait, buy]
(20, 395): {wait: 395.0, buy: 395.0} => [wait, buy]
(21, 200): {wait: 200.0, buy: 200.0} => [wait, buy]
(21, 201): {wait: 201.0, buy: 201.0} => [wait, buy]
(21, 202): {wait: 202.0, buy: 202.0} => [wait, buy]
(21, 203): {wait: 203.0, buy: 203.0} => [wait, buy]
(21, 204): {wait: 204.0, buy: 204.0} => [wait, buy]
(21, 205): {wait: 205.0, buy: 205.0} => [wait, buy]
(21, 206): {wait: 206.0, buy: 206.0} => [wait, buy]
(21, 207): {wait: 207.0, buy: 207.0} => [wait, buy]
(21, 208): {wait: 208.0, buy: 208.0} => [wait, buy]
(21, 209): {wait: 209.0, buy: 209.0} => [wait, buy]
(21, 210): {wait: 210.0, buy: 210.0} => [wait, buy]
(21, 211): {wait: 211.0, buy: 211.0} => [wait, buy]
(21, 212): {wait: 212.0, buy: 212.0} => [wait, buy]
(21, 213): {wait: 213.0, buy: 213.0} => [wait, buy]
(21, 214): {wait: 214.0, buy: 214.0} => [wait, buy]
(21, 215): {wait: 215.0, buy: 215.0} => [wait, buy]
(21, 216): {wait: 216.0, buy: 216.0} => [wait, buy]
(21, 217): {wait: 217.0, buy: 217.0} => [wait, buy]
(21, 218): {wait: 218.0, buy: 218.0} => [wait, buy]
(21, 219): {wait: 219.0, buy: 219.0} => [wait, buy]
(21, 220): {wait: 220.0, buy: 220.0} => [wait, buy]
(21, 221): {wait: 221.0, buy: 221.0} => [wait, buy]
(21, 222): {wait: 222.0, buy: 222.0} => [wait, buy]
(21, 223): {wait: 223.0, buy: 223.0} => [wait, buy]
(21, 224): {wait: 224.0, buy: 224.0} => [wait, buy]
(21, 225): {wait: 225.0, buy: 225.0} => [wait, buy]
(21, 226): {wait: 226.0, buy: 226.0} => [wait, buy]
(21, 227): {wait: 227.0, buy: 227.0} => [wait, buy]
(21, 228): {wait: 228.0, buy: 228.0} => [wait, buy]
(21, 229): {wait: 229.0, buy: 229.0} => [wait, buy]
(21, 230): {wait: 230.0, buy: 230.0} => [wait, buy]
(21, 231): {wait: 231.0, buy: 231.0} => [wait, buy]
(21, 232): {wait: 232.0, buy: 232.0} => [wait, buy]
(21, 233): {wait: 233.0, buy: 233.0} => [wait, buy]
(21, 234): {wait: 234.0, buy: 234.0} => [wait, buy]
(21, 235): {wait: 235.0, buy: 235.0} => [wait, buy]
(21, 236): {wait: 236.0, buy: 236.0} => [wait, buy]
(21, 237): {wait: 237.0, buy: 237.0} => [wait, buy]
(21, 238): {wait: 238.0, buy: 238.0} => [wait, buy]
(21, 239): {wait: 239.0, buy: 239.0} => [wait, buy]
(21, 240): {wait: 240.0, buy: 240.0} => [wait, buy]
(21, 241): {wait: 241.0, buy: 241.0} => [wait, buy]
(21, 242): {wait: 242.0, buy: 242.0} => [wait, buy]
(21, 243): {wait: 243.0, buy: 243.0} => [wait, buy]
(21, 244): {wait: 244.0, buy: 244.0} => [wait, buy]
(21, 245): {wait: 245.0, buy: 245.0} => [wait, buy]
(21, 246): {wait: 246.0, buy: 246.0} => [wait, buy]
